"complemento.valorTotal";"emit.cnpj";"emit.xFant";"emit.enderEmit.fone";"emit.enderEmit.xBairro";"emit.enderEmit.xLgr";"emit.enderEmit.xMun";"emit.enderEmit.xPais";"emit.enderEmit.uf";"ide.dhEmi";"ide.natOp";"infAdic.infCpl";"total.icmsTot.vDesc";"total.icmsTot.vFrete";"total.icmsTot.vOutro";"total.icmsTot.vProd";"total.icmsTot.vSeg";"total.icmsTot.vTotTrib";"total.icmsTot.vbc";"total.icmsTot.vbcst";"total.icmsTot.vcofins";"total.icmsTot.vicms";"total.icmsTot.vicmsDeson";"total.icmsTot.vii";"total.icmsTot.vipi";"total.icmsTot.vnf";"total.icmsTot.vpis";"total.icmsTot.vst";"id";"nItem";"prod.indTot";"prod.qCom";"prod.uCom";"prod.vProd";"prod.vUnCom";"prod.xProd"
31,52;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:10:35;"VENDA";"Mesa 43";0;0;0;31,52;0;3,24;0;0;0;0;0;0;0;31,52;0;0;"1421";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
23,94;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:13:47;"VENDA";"Mesa 40";0;0;0;23,94;0;2,49;0;0;0;0;0;0;0;23,94;0;0;"1422";"1";"1";1;"UN";3,5;3,5;"AGUA"
23,94;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:13:47;"VENDA";"Mesa 40";0;0;0;23,94;0;2,49;0;0;0;0;0;0;0;23,94;0;0;"1422";"2";"1";0,298;"KG";20,44;68,6;"BUFFET"
35,09;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:15:28;"VENDA";"Mesa 47";0;0;0;35,09;0;3,39;0;0;0;0;0;0;0;35,09;0;0;"1423";"1";"1";0,446;"KG";30,59;68,6;"BUFFET"
35,09;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:15:28;"VENDA";"Mesa 47";0;0;0;35,09;0;3,39;0;0;0;0;0;0;0;35,09;0;0;"1423";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
53,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:16:48;"VENDA";"Mesa 13";0;0;0;53,47;0;2,25;0;0;0;0;0;0;0;37,15;0;0;"1424";"1";"1";1;"UN";4,5;4,5;"SUCO"
53,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:16:48;"VENDA";"Mesa 13";0;0;0;53,47;0;2,25;0;0;0;0;0;0;0;37,15;0;0;"1424";"2";"1";0,71;"KG";48,97;68,6;"BUFFET"
26,86;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:17:49;"VENDA";"Mesa 14";0;0;0;26,86;0;1,13;0;0;0;0;0;0;0;26,86;0;0;"1425";"1";"1";1;"UN";4,5;4,5;"SUCO"
26,86;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:17:49;"VENDA";"Mesa 14";0;0;0;26,86;0;1,13;0;0;0;0;0;0;0;26,86;0;0;"1425";"2";"1";0,326;"KG";22,36;68,6;"BUFFET"
41,96;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:17:56;"VENDA";"Mesa 11";0;0;0;41,96;0;1,77;0;0;0;0;0;0;0;29,47;0;0;"1426";"1";"1";1;"UN";4,5;4,5;"SUCO"
41,96;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:17:56;"VENDA";"Mesa 11";0;0;0;41,96;0;1,77;0;0;0;0;0;0;0;29,47;0;0;"1426";"2";"1";0,55;"KG";37,46;68,6;"BUFFET"
70,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:20:43;"VENDA";"Mesa 46";0;0;0;70,46;0;6,78;0;0;0;0;0;0;0;70,46;0;0;"1427";"1";"1";0,896;"KG";61,46;68,6;"BUFFET"
70,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:20:43;"VENDA";"Mesa 46";0;0;0;70,46;0;6,78;0;0;0;0;0;0;0;70,46;0;0;"1427";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
70,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:20:43;"VENDA";"Mesa 46";0;0;0;70,46;0;6,78;0;0;0;0;0;0;0;70,46;0;0;"1427";"3";"1";1;"UN";4,5;4,5;"CERVEJA"
35,23;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:23:29;"VENDA";"Mesa 51";0;0;0;35,23;0;3,39;0;0;0;0;0;0;0;35,23;0;0;"1428";"1";"1";0,448;"KG";30,73;68,6;"BUFFET"
35,23;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:23:29;"VENDA";"Mesa 51";0;0;0;35,23;0;3,39;0;0;0;0;0;0;0;35,23;0;0;"1428";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
32,9;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:23:42;"VENDA";"Mesa 55";0;0;0;32,9;0;3,29;0;0;0;0;0;0;0;32,9;0;0;"1429";"1";"1";0,414;"KG";28,4;68,6;"BUFFET"
32,9;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:23:42;"VENDA";"Mesa 55";0;0;0;32,9;0;3,29;0;0;0;0;0;0;0;32,9;0;0;"1429";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
48,8;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:18;"VENDA";"Mesa 58";0;0;0;48,81;0;3,96;0;0;0;0;0;0;0;48,81;0;0;"1430";"1";"1";0,646;"KG";44,31;68,6;"BUFFET"
48,8;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:18;"VENDA";"Mesa 58";0;0;0;48,81;0;3,96;0;0;0;0;0;0;0;48,81;0;0;"1430";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
27,34;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:28;"VENDA";"Mesa 57";0;0;0;27,34;0;1,58;0;0;0;0;0;0;0;27,34;0;0;"1431";"1";"1";1;"UN";1;1;"CHA"
27,34;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:28;"VENDA";"Mesa 57";0;0;0;27,34;0;1,58;0;0;0;0;0;0;0;27,34;0;0;"1431";"2";"1";0,384;"KG";26,34;68,6;"BUFFET"
66,59;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:36;"VENDA";"Mesa 53";0;0;0;66,6;0;7,43;0;0;0;0;0;0;0;66,6;0;0;"1432";"1";"1";0,812;"KG";55,7;68,6;"BUFFET"
66,59;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:36;"VENDA";"Mesa 53";0;0;0;66,6;0;7,43;0;0;0;0;0;0;0;66,6;0;0;"1432";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
66,59;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:26:36;"VENDA";"Mesa 53";0;0;0;66,6;0;7,43;0;0;0;0;0;0;0;66,6;0;0;"1432";"3";"1";2;"UN";6,4;3,2;"DOCINHOS"
87,87;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:32:23;"VENDA";"Mesa 63";0;0;0;87,89;0;7,51;0;0;0;0;0;0;0;87,89;0;0;"1433";"1";"1";1,15;"KG";78,89;68,6;"BUFFET"
87,87;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:32:23;"VENDA";"Mesa 63";0;0;0;87,89;0;7,51;0;0;0;0;0;0;0;87,89;0;0;"1433";"2";"1";2;"UN";9;4,5;"REFRIGERANTE"
29,49;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:32:34;"VENDA";"Mesa 56";0;0;0;29,49;0;1,24;0;0;0;0;0;0;0;29,49;0;0;"1434";"1";"1";0,43;"KG";29,49;68,6;"BUFFET"
23,18;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:32:44;"VENDA";"Mesa 60";0;0;0;23,18;0;0,97;0;0;0;0;0;0;0;23,18;0;0;"1435";"1";"1";0,338;"KG";23,18;68,6;"BUFFET"
29,6;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:32:56;"VENDA";"Mesa 59";0;0;0;29,6;0;3,15;0;0;0;0;0;0;0;29,6;0;0;"1436";"1";"1";0,366;"KG";25,1;68,6;"BUFFET"
29,6;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:32:56;"VENDA";"Mesa 59";0;0;0;29,6;0;3,15;0;0;0;0;0;0;0;29,6;0;0;"1436";"2";"1";1;"UN";4,5;4,5;"CERVEJA"
20,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:42:44;"VENDA";"Mesa 72";0;0;0;20,95;0;4,37;0;0;0;0;0;0;0;20,95;0;0;"1437";"1";"1";0,186;"KG";12,75;68,6;"BUFFET"
20,95;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:42:44;"VENDA";"Mesa 72";0;0;0;20,95;0;4,37;0;0;0;0;0;0;0;20,95;0;0;"1437";"2";"1";1;"UN";8,2;8,2;"BULE CHA"
26,06;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:43:22;"VENDA";"Mesa 75";0;0;0;26,06;0;1,09;0;0;0;0;0;0;0;26,06;0;0;"1438";"1";"1";0,38;"KG";26,06;68,6;"BUFFET"
33,99;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:44:27;"VENDA";"Mesa 70";0;0;0;33,99;0;3,34;0;0;0;0;0;0;0;33,99;0;0;"1439";"1";"1";0,43;"KG";29,49;68,6;"BUFFET"
33,99;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:44:27;"VENDA";"Mesa 70";0;0;0;33,99;0;3,34;0;0;0;0;0;0;0;33,99;0;0;"1439";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
131,81;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:30;"VENDA";"Mesa 66";0;0;0;131,84;0;15,17;0;0;0;0;0;0;0;131,84;0;0;"1440";"1";"1";1;"UN";3,5;3,5;"AGUA"
131,81;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:30;"VENDA";"Mesa 66";0;0;0;131,84;0;15,17;0;0;0;0;0;0;0;131,84;0;0;"1440";"2";"1";2;"UN";2;1;"CHA"
131,81;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:30;"VENDA";"Mesa 66";0;0;0;131,84;0;15,17;0;0;0;0;0;0;0;131,84;0;0;"1440";"3";"1";1,591;"KG";109,14;68,6;"BUFFET"
131,81;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:30;"VENDA";"Mesa 66";0;0;0;131,84;0;15,17;0;0;0;0;0;0;0;131,84;0;0;"1440";"4";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
131,81;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:30;"VENDA";"Mesa 66";0;0;0;131,84;0;15,17;0;0;0;0;0;0;0;131,84;0;0;"1440";"5";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
131,81;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:30;"VENDA";"Mesa 66";0;0;0;131,84;0;15,17;0;0;0;0;0;0;0;131,84;0;0;"1440";"6";"1";1;"UN";8,2;8,2;"BULE CHA"
30,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:46:38;"VENDA";"Mesa 69";0;0;0;30,04;0;1,26;0;0;0;0;0;0;0;30,04;0;0;"1441";"1";"1";0,438;"KG";30,04;68,6;"BUFFET"
74,43;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:53:09;"VENDA";"Mesa 67";0;0;0;74,44;0;6,95;0;0;0;0;0;0;0;74,44;0;0;"1442";"1";"1";0,954;"KG";65,44;68,6;"BUFFET"
74,43;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:53:09;"VENDA";"Mesa 67";0;0;0;74,44;0;6,95;0;0;0;0;0;0;0;74,44;0;0;"1442";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
74,43;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:53:09;"VENDA";"Mesa 67";0;0;0;74,44;0;6,95;0;0;0;0;0;0;0;74,44;0;0;"1442";"3";"1";1;"UN";4,5;4,5;"CERVEJA"
49,9;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:55:27;"VENDA";"Mesa 78";0;0;0;49,91;0;4,01;0;0;0;0;0;0;0;49,91;0;0;"1443";"1";"1";0,662;"KG";45,41;68,6;"BUFFET"
49,9;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:55:27;"VENDA";"Mesa 78";0;0;0;49,91;0;4,01;0;0;0;0;0;0;0;49,91;0;0;"1443";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
68,93;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:59:14;"VENDA";"Mesa 71";0;0;0;68,93;0;8;0;0;0;0;0;0;0;68,93;0;0;"1444";"1";"1";2;"UN";12;6;"CERVEJA"
68,93;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:59:14;"VENDA";"Mesa 71";0;0;0;68,93;0;8;0;0;0;0;0;0;0;68,93;0;0;"1444";"2";"1";0,83;"KG";56,93;68,6;"BUFFET"
11,79;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 13:59:25;"VENDA";"Mesa 81";0;0;0;11,79;0;0,5;0;0;0;0;0;0;0;11,79;0;0;"1445";"1";"1";0,172;"KG";11,79;68,6;"BUFFET"
31,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:13:30;"VENDA";"Mesa 82";0;0;0;31,21;0;2,79;0;0;0;0;0;0;0;31,21;0;0;"1446";"1";"1";1;"UN";3,5;3,5;"AGUA"
31,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:13:30;"VENDA";"Mesa 82";0;0;0;31,21;0;2,79;0;0;0;0;0;0;0;31,21;0;0;"1446";"2";"1";0,404;"KG";27,71;68,6;"BUFFET"
34,7;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:14:47;"VENDA";"Mesa 83";0;0;0;34,71;0;1,46;0;0;0;0;0;0;0;34,71;0;0;"1447";"1";"1";0,506;"KG";34,71;68,6;"BUFFET"
68,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:19:53;"VENDA";"Mesa 76";0;0;0;68,57;0;4,79;0;0;0;0;0;0;0;68,57;0;0;"1448";"1";"1";0,934;"KG";64,07;68,6;"BUFFET"
68,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:19:53;"VENDA";"Mesa 76";0;0;0;68,57;0;4,79;0;0;0;0;0;0;0;68,57;0;0;"1448";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
44,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:29:10;"VENDA";"Mesa 64";0;0;0;44,28;0;3,77;0;0;0;0;0;0;0;44,28;0;0;"1449";"1";"1";0,58;"KG";39,78;68,6;"BUFFET"
44,28;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 14:29:10;"VENDA";"Mesa 64";0;0;0;44,28;0;3,77;0;0;0;0;0;0;0;44,28;0;0;"1449";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
40,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 19:42:04;"VENDA";"Mesa 5";0;0;0;40,21;0;3,79;0;0;0;0;0;0;0;40,21;0;0;"1450";"1";"1";0,514;"KG";35,26;68,6;"BUFFET"
40,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 19:42:04;"VENDA";"Mesa 5";0;0;0;40,21;0;3,79;0;0;0;0;0;0;0;40,21;0;0;"1450";"2";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
39,65;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:20:59;"VENDA";"Mesa 2";0;0;0;39,66;0;3,77;0;0;0;0;0;0;0;39,66;0;0;"1451";"1";"1";0,506;"KG";34,71;68,6;"BUFFET"
39,65;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:20:59;"VENDA";"Mesa 2";0;0;0;39,66;0;3,77;0;0;0;0;0;0;0;39,66;0;0;"1451";"2";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
129,77;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:21:52;"VENDA";"Mesa 1";0;0;0;129,8;0;7,55;0;0;0;0;0;0;0;129,8;0;0;"1452";"1";"1";1,82;"KG";124,85;68,6;"BUFFET"
129,77;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:21:52;"VENDA";"Mesa 1";0;0;0;129,8;0;7,55;0;0;0;0;0;0;0;129,8;0;0;"1452";"2";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
117,72;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:35:24;"VENDA";"Mesa 8";0;0;0;117,74;0;12,6;0;0;0;0;0;0;0;117,74;0;0;"1453";"1";"1";3;"UN";18;6;"CERVEJA"
117,72;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:35:24;"VENDA";"Mesa 8";0;0;0;117,74;0;12,6;0;0;0;0;0;0;0;117,74;0;0;"1453";"2";"1";1,454;"KG";99,74;68,6;"BUFFET"
109,82;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:36:15;"VENDA";"Mesa 10";0;0;0;109,84;0;8,83;0;0;0;0;0;0;0;109,84;0;0;"1454";"1";"1";1,384;"KG";94,94;68,6;"BUFFET"
109,82;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:36:15;"VENDA";"Mesa 10";0;0;0;109,84;0;8,83;0;0;0;0;0;0;0;109,84;0;0;"1454";"2";"1";2;"UN";9,9;4,95;"REFRIGERANTE"
109,82;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:36:15;"VENDA";"Mesa 10";0;0;0;109,84;0;8,83;0;0;0;0;0;0;0;109,84;0;0;"1454";"3";"1";1;"UN";5;5;"SUCO"
130,06;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:37:56;"VENDA";"Mesa 96";0;0;0;130,09;0;11,78;0;0;0;0;0;0;0;130,09;0;0;"1455";"1";"1";1,68;"KG";115,24;68,6;"BUFFET"
130,06;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:37:56;"VENDA";"Mesa 96";0;0;0;130,09;0;11,78;0;0;0;0;0;0;0;130,09;0;0;"1455";"2";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
130,06;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:37:56;"VENDA";"Mesa 96";0;0;0;130,09;0;11,78;0;0;0;0;0;0;0;130,09;0;0;"1455";"3";"1";2;"UN";9,9;4,95;"CERVEJA"
18,65;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:40:31;"VENDA";"Mesa 18";0;0;0;18,65;0;0,78;0;0;0;0;0;0;0;18,65;0;0;"1456";"1";"1";0,272;"KG";18,65;68,6;"BUFFET"
23,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:50:24;"VENDA";"Mesa 3";0;0;0;23,46;0;2,62;0;0;0;0;0;0;0;23,46;0;0;"1457";"1";"1";1;"UN";3,85;3,85;"AGUA"
23,46;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:50:24;"VENDA";"Mesa 3";0;0;0;23,46;0;2,62;0;0;0;0;0;0;0;23,46;0;0;"1457";"2";"1";0,286;"KG";19,61;68,6;"BUFFET"
78,75;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:00;"VENDA";"Mesa 19";0;0;0;78,77;0;7,51;0;0;0;0;0;0;0;78,77;0;0;"1458";"1";"1";1,004;"KG";68,87;68,6;"BUFFET"
78,75;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:00;"VENDA";"Mesa 19";0;0;0;78,77;0;7,51;0;0;0;0;0;0;0;78,77;0;0;"1458";"2";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
78,75;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:00;"VENDA";"Mesa 19";0;0;0;78,77;0;7,51;0;0;0;0;0;0;0;78,77;0;0;"1458";"3";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
44,73;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:16;"VENDA";"Mesa 16";0;0;0;44,73;0;3,98;0;0;0;0;0;0;0;44,73;0;0;"1459";"1";"1";0,58;"KG";39,78;68,6;"BUFFET"
44,73;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:16;"VENDA";"Mesa 16";0;0;0;44,73;0;3,98;0;0;0;0;0;0;0;44,73;0;0;"1459";"2";"1";1;"UN";4,95;4,95;"REFRIGERANTE"
40,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:25;"VENDA";"Mesa 17";0;0;0;40,48;0;3,34;0;0;0;0;0;0;0;40,48;0;0;"1460";"1";"1";1;"UN";3,85;3,85;"AGUA"
40,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 20:54:25;"VENDA";"Mesa 17";0;0;0;40,48;0;3,34;0;0;0;0;0;0;0;40,48;0;0;"1460";"2";"1";0,534;"KG";36,63;68,6;"BUFFET"
82,67;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 21:10:25;"VENDA";"Mesa 92";0;0;0;82,68;0;11,91;0;0;0;0;0;0;0;82,68;0;0;"1461";"1";"1";1;"UN";3,85;3,85;"AGUA"
82,67;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-21 21:10:25;"VENDA";"Mesa 92";0;0;0;82,68;0;11,91;0;0;0;0;0;0;0;82,68;0;0;"1461";"2";"1";1;"UN";16;16;"SAKE"
